"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$8,066,085,445","1.12%","USA","Analyze"
"ORI","Old Republic International Corp","Common stocks","Mid cap","Financials","$8,040,919,710","3.14%","USA","Analyze"
"VNO","Vornado Realty Trust","REITs","Mid cap","Real Estate","$8,026,395,676","4.97%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$7,970,028,732","0.91%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$7,950,349,440","0.87%","USA","Analyze"
"AIRC","Apartment Income REIT Corp.","REITs","Mid cap","Real Estate","$7,947,027,830","2.54%","USA","Analyze"
"DNB","Dun & Bradstreet Holdings, Inc.","Common stocks","Mid cap","Industrials","$7,919,020,134","0.00%","USA","Analyze"
"AN","AutoNation Inc","Common stocks","Mid cap","Consumer Discretionary","$7,917,024,529","0.00%","USA","Analyze"
"OHI","Omega Healthcare Investors, Inc","REITs","Mid cap","Real Estate","$7,892,442,588","7.90%","USA","Analyze"
"XLRN","Acceleron Pharma Inc","Common stocks","Mid cap","Health Care","$7,887,835,480","0.00%","USA","Analyze"
"FCNCA","First Citizens Bancshares Inc Class A","Common stocks","Mid cap","Financials","$7,886,394,349","0.25%","USA","Analyze"
"WWD","Woodward Inc","Common stocks","Mid cap","Industrials","$7,845,471,742","0.46%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$7,814,494,116","3.67%","USA","Analyze"
"FAF","First American Financial Corp","Common stocks","Mid cap","Financials","$7,798,818,253","2.53%","USA","Analyze"
"NLSN","Nielsen Holdings Plc","Common stocks","Mid cap","Industrials","$7,775,199,229","1.10%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$7,768,933,805","0.00%","USA","Analyze"
"SBNY","Signature Bank","Common stocks","Mid cap","Financials","$7,752,072,930","0.64%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$7,715,521,163","1.08%","USA","Analyze"
"KRC","Kilroy Realty Corporation","REITs","Mid cap","Real Estate","$7,687,142,402","3.00%","USA","Analyze"
"BYND","Beyond Meat, Inc.","Common stocks","Mid cap","Consumer Staples","$7,685,415,432","0.00%","USA","Analyze"
"MAT","Mattel Inc","Common stocks","Mid cap","Consumer Discretionary","$7,684,326,116","0.00%","USA","Analyze"
"USFD","US Foods Holding Corp","Common stocks","Mid cap","Consumer Staples","$7,643,235,194","0.00%","USA","Analyze"
"JHG","Janus Henderson Group Plc","Common stocks","Mid cap","Financials","$7,579,952,516","3.33%","USA","Analyze"
"BEPC","Brookfield Renewable Corporation Class A","Common stocks","Mid cap","Utilities","$7,561,605,725","2.37%","Canada","Analyze"
"CASY","Caseys General Stores Inc","Common stocks","Mid cap","Consumer Staples","$7,555,130,353","0.66%","USA","Analyze"
"NTNX","Nutanix Inc Class A","Common stocks","Mid cap","Information Technology","$7,512,900,305","0.00%","USA","Analyze"
"GNTX","Gentex Corp","Common stocks","Mid cap","Consumer Discretionary","$7,493,599,949","1.53%","USA","Analyze"
"RNR","Renaissancere Holding Ltd","Common stocks","Mid cap","Financials","$7,483,633,150","0.89%","USA","Analyze"
"STWD","Starwood Property Trust Inc","Mortgage REITs","Mid cap","Financials","$7,466,402,350","7.20%","USA","Analyze"
"X","United States Steel Corporation","Common stocks","Mid cap","Materials","$7,460,951,849","0.14%","USA","Analyze"
"PNFP","Pinnacle Financial Partners Inc","Common stocks","Mid cap","Financials","$7,458,579,884","0.55%","USA","Analyze"
"PII","Polaris Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$7,456,810,562","2.02%","USA","Analyze"
"CHE","Chemed Corp","Common stocks","Mid cap","Health Care","$7,451,676,552","0.29%","USA","Analyze"
"VOYA","Voya Financial Inc","Common stocks","Mid cap","Financials","$7,439,204,034","0.98%","USA","Analyze"
"SF","Stifel Financial Corp","Common stocks","Mid cap","Financials","$7,416,882,466","0.74%","USA","Analyze"
"RGLD","Royal Gold Inc","Common stocks","Mid cap","Materials","$7,386,048,669","1.04%","USA","Analyze"
"CFR","Cullen Frost Bankers Inc","Common stocks","Mid cap","Financials","$7,379,515,224","1.85%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$7,291,049,017","0.00%","USA","Analyze"
"COTY","Coty Inc Class A","Common stocks","Mid cap","Consumer Staples","$7,285,285,387","0.00%","USA","Analyze"
"BLD","Topbuild Corp","Common stocks","Mid cap","Consumer Discretionary","$7,280,584,352","0.00%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$7,204,888,426","0.00%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$7,204,036,733","0.00%","USA","Analyze"
"PAG","Penske Automotive Group Inc","Common stocks","Mid cap","Consumer Discretionary","$7,198,258,033","1.93%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$7,189,925,953","0.00%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Financials","$7,182,585,787","0.02%","USA","Analyze"
"FR","First Industrial Realty Trust, Inc","REITs","Mid cap","Real Estate","$7,156,464,626","1.86%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$7,135,213,680","0.00%","USA","Analyze"
"OGE","OGE Energy Corp","Common stocks","Mid cap","Utilities","$7,120,202,021","4.44%","USA","Analyze"
"PBCT","Peoples United Financial Inc","Common stocks","Mid cap","Financials","$7,112,608,361","3.24%","USA","Analyze"
"BYD","Boyd Gaming Corp","Common stocks","Mid cap","Consumer Discretionary","$7,097,045,191","0.11%","USA","Analyze"
"APA","Apache Corp","Common stocks","Mid cap","Energy","$7,084,123,641","0.27%","USA","Analyze"
"ACC","American Campus Communities, Inc","REITs","Mid cap","Real Estate","$7,045,762,054","3.66%","USA","Analyze"
"EQT","EQT Corporation","Common stocks","Mid cap","Energy","$7,038,660,415","0.16%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$7,029,915,813","0.69%","USA","Analyze"
"SHC","Sotera Health Co","Common stocks","Mid cap","Health Care","$6,976,730,976","0.00%","USA","Analyze"
"TNDM","Tandem Diabetes Care Inc","Common stocks","Mid cap","Health Care","$6,952,768,812","0.00%","USA","Analyze"
"CFX","Colfax Corp","Common stocks","Mid cap","Industrials","$6,939,155,243","0.00%","USA","Analyze"
"MTZ","Mastec Inc","Common stocks","Mid cap","Industrials","$6,932,092,659","0.00%","USA","Analyze"
"BRX","Brixmor Property Group Inc","REITs","Mid cap","Real Estate","$6,928,499,003","2.74%","USA","Analyze"
"NVST","Envista Holdings Corporation","Common stocks","Mid cap","Health Care","$6,880,865,931","0.00%","USA","Analyze"
"WH","Wyndham Hotels & Resorts Inc","Common stocks","Mid cap","Consumer Discretionary","$6,877,690,245","0.65%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$6,870,130,895","0.00%","USA","Analyze"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$6,835,957,171","0.00%","USA","Analyze"
"PPC","Pilgrims Pride Corp","Common stocks","Mid cap","Consumer Staples","$6,825,351,371","0.00%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$6,818,351,601","0.75%","USA","Analyze"
"PSTG","Pure Storage Inc Class A","Common stocks","Mid cap","Information Technology","$6,815,113,038","0.00%","USA","Analyze"
"MRVI","Maravai LifeSciences Holdings, Inc","Common stocks","Mid cap","Health Care","$6,811,911,170","0.00%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$6,777,034,633","3.06%","USA","Analyze"
"CHH","Choice Hotels International Inc","Common stocks","Mid cap","Consumer Discretionary","$6,751,339,568","0.19%","USA","Analyze"
"CHNG","Change Healthcare Inc.","Common stocks","Mid cap","Health Care","$6,714,614,578","0.00%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$6,714,199,684","0.28%","USA","Analyze"
"SPCE","Virgin Galactic Holdings, Inc.","Common stocks","Mid cap","Industrials","$6,701,644,543","0.00%","USA","Analyze"
"SNX","Synnex Corp","Common stocks","Mid cap","Information Technology","$6,683,977,228","0.47%","USA","Analyze"
"PB","Prosperity Bancshares Inc","Common stocks","Mid cap","Financials","$6,615,693,036","2.68%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$6,604,019,702","0.00%","USA","Analyze"
"VAC","Marriott Vacations Worldwide Corp","Common stocks","Mid cap","Consumer Discretionary","$6,603,764,545","0.00%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$6,600,264,000","0.00%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$6,590,298,308","3.24%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$6,582,185,807","0.16%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$6,581,158,896","1.99%","USA","Analyze"
"XEC","Cimarex Energy","Common stocks","Mid cap","Energy","$6,554,343,604","1.53%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Utilities","$6,546,616,276","2.59%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$6,530,069,700","0.88%","USA","Analyze"
"CHPT","ChargePoint Holdings, Inc.","Common stocks","Mid cap","Industrials","$6,504,991,881","0.00%","USA","Analyze"
"HTA","Healthcare Trust of America, Inc","REITs","Mid cap","Real Estate","$6,497,636,073","4.24%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$6,473,585,885","0.52%","USA","Analyze"
"ADT","ADT Inc.","Common stocks","Mid cap","Industrials","$6,463,723,086","1.65%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$6,458,247,520","2.96%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,450,167,077","1.40%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$6,416,682,517","2.70%","USA","Analyze"
"NFE","New Fortress Energy LLC - Class A Shares","Common stocks","Mid cap","Energy","$6,403,521,513","1.29%","USA","Analyze"
"IBKR","Interactive Brokers Group Inc","Common stocks","Mid cap","Financials","$6,402,858,845","0.46%","USA","Analyze"
"RARE","Ultragenyx Pharmaceutical Inc","Common stocks","Mid cap","Health Care","$6,373,197,837","0.00%","USA","Analyze"
"COR","CoreSite Realty Corporation","REITs","Mid cap","Real Estate","$6,318,227,511","3.41%","USA","Analyze"
"BRKS","Brooks Automation Inc","Common stocks","Mid cap","Information Technology","$6,292,932,946","0.47%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$6,289,276,802","0.00%","USA","Analyze"
"GPK","Graphic Packaging Holding","Common stocks","Mid cap","Materials","$6,288,359,956","1.46%","USA","Analyze"
"SRPT","Sarepta Therapeutics Inc","Common stocks","Mid cap","Health Care","$6,282,975,823","0.00%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$6,265,638,364","1.08%","USA","Analyze"
"COG","Cabot Oil & Gas Corp","Common stocks","Mid cap","Energy","$6,246,751,149","2.66%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$6,237,509,323","2.12%","USA","Analyze"
"RBC","Regal Beloit Corp","Common stocks","Mid cap","Industrials","$6,221,763,781","0.80%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$6,215,505,763","0.00%","USA","Analyze"
"NXST","Nexstar Media Group Inc","Common stocks","Mid cap","Communication Services","$6,212,719,309","1.78%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$6,178,535,543","0.00%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$6,172,543,097","0.99%","USA","Analyze"
"BOKF","BOK Financial Corp","Common stocks","Mid cap","Financials","$6,130,022,363","2.32%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$6,121,397,951","0.00%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$6,107,110,084","0.07%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$6,088,928,008","1.24%","USA","Analyze"
"CACI","CACI International Inc","Common stocks","Mid cap","Industrials","$6,079,065,176","0.00%","USA","Analyze"
"HOG","Harley Davidson Inc","Common stocks","Mid cap","Consumer Discretionary","$6,076,916,724","0.86%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$6,076,675,264","4.80%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$6,054,283,206","1.17%","USA","Analyze"
"DCT","Duck Creek Technologies","Common stocks","Mid cap","Information Technology","$6,041,644,164","0.00%","USA","Analyze"
"HLF","Herbalife Ltd","Common stocks","Mid cap","Consumer Staples","$6,010,957,888","0.00%","USA","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Mid cap","Consumer Staples","$5,970,342,492","0.00%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$5,940,669,329","2.86%","USA","Analyze"
"ACHC","Acadia Healthcare Company Inc","Common stocks","Mid cap","Health Care","$5,938,172,084","0.00%","USA","Analyze"
"VSCO","Victorias Secret & Co.","Common stocks","Mid cap","Consumer Discretionary","$5,931,249,152","0.00%","USA","Analyze"
"FL","Foot Locker Inc","Common stocks","Mid cap","Consumer Discretionary","$5,931,020,998","1.22%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$5,921,721,522","0.00%","USA","Analyze"
"REYN","Reynolds Consumer Products Inc.","Common stocks","Mid cap","Consumer Staples","$5,921,490,613","3.19%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$5,917,584,000","0.00%","USA","Analyze"
"VMEO","Vimeo, Inc.","Common stocks","Mid cap","Communication Services","$5,869,162,778","0.58%","USA","Analyze"
"HUN","Huntsman Corp","Common stocks","Mid cap","Materials","$5,850,072,138","2.54%","USA","Analyze"
"EVBG","Everbridge Inc","Common stocks","Mid cap","Information Technology","$5,830,370,405","0.00%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$5,826,863,640","5.31%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$5,807,880,000","0.00%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$5,807,279,165","0.63%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$5,806,267,806","3.08%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$5,799,695,882","2.01%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$5,794,130,640","0.00%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$5,790,482,872","0.68%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$5,773,044,329","3.36%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$5,767,151,342","0.00%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$5,736,134,919","2.85%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$5,734,643,637","1.56%","USA","Analyze"
"FRPT","Freshpet Inc","Common stocks","Mid cap","Consumer Staples","$5,629,431,397","0.00%","USA","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$5,621,784,000","0.00%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$5,605,146,284","2.51%","USA","Analyze"
"CLH","Clean Harbors Inc","Common stocks","Mid cap","Industrials","$5,599,660,750","0.00%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$5,593,683,272","0.00%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$5,578,802,357","5.52%","USA","Analyze"
"QS","QuantumScape Corporation Class A","Common stocks","Mid cap","Consumer Discretionary","$5,577,038,868","0.00%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$5,540,528,927","1.40%","USA","Analyze"
"UNM","Unum Group","Common stocks","Mid cap","Financials","$5,534,979,771","4.20%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$5,529,469,140","1.62%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$5,497,346,936","2.85%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$5,469,794,719","1.42%","USA","Analyze"
"MDLA","Medallia, Inc.","Common stocks","Mid cap","Information Technology","$5,355,595,410","0.00%","USA","Analyze"
"NOV","National Oilwell Varco Inc","Common stocks","Mid cap","Energy","$5,348,739,540","0.00%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$5,347,254,092","1.75%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,336,045,642","2.66%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$5,314,005,359","0.00%","USA","Analyze"
"DV","DoubleVerify Holdings, Inc.","Common stocks","Mid cap","Information Technology","$5,300,643,430","0.00%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,296,045,610","1.28%","USA","Analyze"
"HFC","HollyFrontier Corp","Common stocks","Mid cap","Energy","$5,292,304,707","2.14%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$5,267,939,079","1.93%","USA","Analyze"
"DSEY","Diversey Holdings, Ltd.","Common stocks","Mid cap","Materials","$5,263,181,781","0.00%","USA","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$5,242,530,400","1.67%","USA","Analyze"
"TMX","Terminix Global Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,228,127,000","0.00%","USA","Analyze"
"VMI","Valmont Inds Inc","Common stocks","Mid cap","Industrials","$5,205,092,453","0.77%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$5,199,864,778","1.32%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$5,151,893,305","2.01%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$5,128,811,948","0.00%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$5,108,898,822","2.95%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$5,102,486,626","0.00%","USA","Analyze"
"FSLY","Fastly, Inc. Class A","Common stocks","Mid cap","Information Technology","$5,101,250,000","0.00%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$5,082,416,570","1.92%","USA","Analyze"
"AI","C3.ai, Inc. Class A","Common stocks","Mid cap","Information Technology","$5,081,824,293","0.00%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$5,063,625,533","2.29%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$5,060,924,233","2.53%","USA","Analyze"
"CDK","CDK Global Inc","Common stocks","Mid cap","Information Technology","$5,054,399,297","1.43%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$5,051,163,668","0.79%","USA","Analyze"
"CW","Curtiss Wright Corp","Common stocks","Mid cap","Industrials","$5,031,184,917","0.42%","USA","Analyze"
"NRZ","New Residential Investment Corp","Mortgage REITs","Mid cap","Financials","$5,020,399,939","6.79%","USA","Analyze"
"CERT","Certara, Inc.","Common stocks","Mid cap","Health Care","$5,018,555,356","0.00%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$4,944,010,453","0.00%","USA","Analyze"
"HAYW","Hayward Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,943,255,887","0.00%","USA","Analyze"
"ADPT","Adaptive Biotechnologies Corporation","Common stocks","Mid cap","Health Care","$4,939,473,641","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$4,937,385,795","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,912,728,085","0.00%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$4,911,461,591","1.74%","USA","Analyze"
"JBLU","Jetblue Airways Corp","Common stocks","Mid cap","Industrials","$4,903,901,615","0.00%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$4,896,854,812","4.60%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,884,286,910","0.00%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$4,876,102,386","0.00%","USA","Analyze"
"ADS","Alliance Data Systems Corp","Common stocks","Mid cap","Information Technology","$4,870,116,888","0.86%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$4,804,183,829","2.14%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$4,782,186,141","0.00%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,773,612,855","3.06%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$4,752,225,463","4.18%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$4,735,754,967","0.00%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,727,597,496","0.22%","USA","Analyze"
"HRB","H&R Block Inc","Common stocks","Mid cap","Consumer Discretionary","$4,695,192,302","3.99%","USA","Analyze"
"LMND","Lemonade, Inc.","Common stocks","Mid cap","Financials","$4,683,245,681","0.00%","USA","Analyze"
"NFG","National Fuel Gas","Common stocks","Mid cap","Utilities","$4,678,505,012","3.44%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$4,676,887,667","1.22%","USA","Analyze"
"WBS","Webster Financial Corp","Common stocks","Mid cap","Financials","$4,664,597,064","3.07%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$4,643,019,313","0.00%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,628,949,991","0.00%","USA","Analyze"
"GRA","W.R. Grace","Common stocks","Mid cap","Materials","$4,609,032,458","0.90%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,607,876,328","1.55%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$4,590,327,092","0.00%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$4,561,903,097","1.27%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$4,561,308,331","0.39%","USA","Analyze"
"QRTEA","Qurate Retail, Inc. Series A","Common stocks","Mid cap","Consumer Discretionary","$4,540,860,107","0.00%","USA","Analyze"
"MCFE","McAfee Corp.","Common stocks","Mid cap","Information Technology","$4,523,279,169","1.01%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,523,223,415","2.05%","USA","Analyze"
"STL","Sterling Bancorp","Common stocks","Mid cap","Financials","$4,516,770,589","1.19%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$4,505,762,434","20.85%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$4,469,151,349","1.74%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,444,470,180","3.15%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$4,441,043,261","0.00%","USA","Analyze"
"FEYE","Fireeye Inc","Common stocks","Mid cap","Information Technology","$4,437,008,595","0.00%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$4,414,733,258","0.00%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$4,378,450,064","4.15%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,369,104,919","2.08%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$4,312,076,284","0.10%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$4,288,886,925","1.60%","USA","Analyze"
"MSP","Datto Holding Corp.","Common stocks","Mid cap","Information Technology","$4,209,465,069","8.90%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$4,136,127,589","0.00%","USA","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","Common stocks","Mid cap","Information Technology","$4,133,402,797","0.00%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$4,120,592,073","0.00%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$4,093,579,873","2.05%","USA","Analyze"
"XRX","Xerox Corp","Common stocks","Mid cap","Information Technology","$4,076,609,482","4.31%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$4,076,556,095","0.00%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$4,070,998,634","2.88%","USA","Analyze"
"HPP","Hudson Pacific Properties, Inc","REITs","Mid cap","Real Estate","$4,028,464,269","3.73%","USA","Analyze"
"SKLZ","Skillz Inc. Class A","Common stocks","Mid cap","Communication Services","$4,012,218,549","0.00%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$4,010,831,554","3.44%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$4,010,694,626","0.00%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$3,983,792,583","1.95%","USA","Analyze"
"JBGS","JBG Smith Properties","REITs","Mid cap","Real Estate","$3,950,310,636","2.97%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$3,831,275,872","0.00%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$3,802,271,969","0.49%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$3,799,081,873","3.98%","USA","Analyze"
"FTDR","Frontdoor Inc","Common stocks","Mid cap","Consumer Discretionary","$3,789,163,244","0.00%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$3,778,728,446","2.18%","USA","Analyze"
"VRM","Vroom, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,722,738,476","0.00%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,702,869,291","1.68%","USA","Analyze"
